bu_id,source_id,segment1_id,segment2_id,year_flag_desc,period_flag_desc,year_flag,period_flag,bu_group,bu_ref,segment1_ref,segment2_ref,segment1_group,segment2_group,Ey_period,source_group,Source_ref,sys_manual_ind,Journal_type,preparer_ref,department,Category,reporting_amount_curr_cd,functional_curr_cd
8,27,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,RON
8,27,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,27,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,27,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,27,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,HORATIU - EY_UNKNOWN (HORATIU),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HORATIU - EY_UNKNOWN (HORATIU),,Common,EY_NA,RON
8,28,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,RON
8,28,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,HORATIU - EY_UNKNOWN (HORATIU),,Common,EY_NA,RON
8,28,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HORATIU - EY_UNKNOWN (HORATIU),,Common,EY_NA,RON
8,28,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,HORATIU - EY_UNKNOWN (HORATIU),,Common,EY_NA,RON
8,28,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,28,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HORATIU - EY_UNKNOWN (HORATIU),,Common,EY_NA,RON
8,28,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,29,7,7,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,29,7,7,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,29,7,7,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,29,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,29,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,29,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,29,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,29,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,29,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,29,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,29,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,7,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,7,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,7,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,RON
8,30,7,7,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,7,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,7,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HORATIU - EY_UNKNOWN (HORATIU),,Common,EY_NA,RON
8,30,7,7,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,7,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,RON
8,30,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,RON
8,30,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,RON
8,30,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,RON
8,30,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HORATIU - EY_UNKNOWN (HORATIU),,Common,EY_NA,RON
8,30,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,7,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,RON
8,30,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,RON
8,30,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,RON
8,30,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,RON
8,30,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,RON
8,30,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,RON
8,30,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,RON
8,30,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,RON
8,30,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,RON
8,30,26,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,MIOARA - EY_UNKNOWN (MIOARA),,Common,EY_NA,RON
8,30,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,RON
8,33,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,33,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,33,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,33,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,33,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,33,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,33,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,33,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,33,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,33,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,33,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,33,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,33,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,33,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,34,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,34,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,34,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,34,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,34,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,34,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,34,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,36,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,36,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,36,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,36,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,36,26,22,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,36,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,36,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,36,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,36,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
8,36,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,RON
8,36,32,28,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,RTRFINANCE - EY_UNKNOWN (RTRFINANCE),,Common,EY_NA,RON
