yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,name,park,attendance
1963,NL,PHI,PHI,,4,162,81,87,75,,,N,N,Philadelphia Phillies,Connie Mack Stadium,907141
1963,NL,PIT,PIT,,8,162,81,74,88,,,N,N,Pittsburgh Pirates,Forbes Field,783648
1963,NL,SFN,SFG,,3,162,81,88,74,,,N,N,San Francisco Giants,Candlestick Park,1571306
1963,NL,SLN,STL,,2,162,81,93,69,,,N,N,St. Louis Cardinals,Sportsman's Park IV,1170546
1963,AL,WS2,TEX,,10,162,80,56,106,,,N,N,Washington Senators,R.F.K. Stadium,535604
1964,AL,BAL,BAL,,3,163,82,97,65,,,N,N,Baltimore Orioles,Memorial Stadium,1116215
1964,AL,BOS,BOS,,8,162,81,72,90,,,N,N,Boston Red Sox,Fenway Park II,883276
1964,AL,CHA,CHW,,2,162,81,98,64,,,N,N,Chicago White Sox,Comiskey Park,1250053
1964,NL,CHN,CHC,,8,162,81,76,86,,,N,N,Chicago Cubs,Wrigley Field,751647
1964,NL,CIN,CIN,,2,163,82,92,70,,,N,N,Cincinnati Reds,Crosley Field,862466
1964,AL,CLE,CLE,,6,164,82,79,83,,,N,N,Cleveland Indians,Cleveland Stadium,653293
1964,AL,DET,DET,,4,163,82,85,77,,,N,N,Detroit Tigers,Tiger Stadium,816139
1964,NL,HOU,HOU,,9,162,81,66,96,,,N,N,Houston Colt .45's,Colt Stadium,725773
1964,AL,KC1,OAK,,10,163,81,57,105,,,N,N,Kansas City Athletics,Municipal Stadium I,642478
1964,AL,LAA,ANA,,5,162,81,82,80,,,N,N,Los Angeles Angels,Dodger Stadium,760439
1964,NL,LAN,LAD,,6,164,81,80,82,,,N,N,Los Angeles Dodgers,Dodger Stadium,2228751
1964,AL,MIN,MIN,,6,163,82,79,83,,,N,N,Minnesota Twins,Metropolitan Stadium,1207514
1964,NL,ML1,ATL,,5,162,81,88,74,,,N,N,Milwaukee Braves,County Stadium,910911
1964,AL,NYA,NYY,,1,164,81,99,63,,,Y,N,New York Yankees,Yankee Stadium I,1305638
1964,NL,NYN,NYM,,10,163,82,53,109,,,N,N,New York Mets,Shea Stadium,1732597
1964,NL,PHI,PHI,,2,162,81,92,70,,,N,N,Philadelphia Phillies,Connie Mack Stadium,1425891
1964,NL,PIT,PIT,,6,162,81,80,82,,,N,N,Pittsburgh Pirates,Forbes Field,759496
1964,NL,SFN,SFG,,4,162,81,90,72,,,N,N,San Francisco Giants,Candlestick Park,1504364
1964,NL,SLN,STL,,1,162,81,93,69,,,Y,Y,St. Louis Cardinals,Sportsman's Park IV,1143294
1964,AL,WS2,TEX,,9,162,81,62,100,,,N,N,Washington Senators,R.F.K. Stadium,600106
1965,AL,BAL,BAL,,3,162,79,94,68,,,N,N,Baltimore Orioles,Memorial Stadium,781649
1965,AL,BOS,BOS,,9,162,81,62,100,,,N,N,Boston Red Sox,Fenway Park II,652201
1965,AL,CAL,ANA,,7,162,80,75,87,,,N,N,California Angels,Dodger Stadium,566727
1965,AL,CHA,CHW,,2,162,81,95,67,,,N,N,Chicago White Sox,Comiskey Park,1130519
1965,NL,CHN,CHC,,8,164,83,72,90,,,N,N,Chicago Cubs,Wrigley Field,641361
1965,NL,CIN,CIN,,4,162,81,89,73,,,N,N,Cincinnati Reds,Crosley Field,1047824
1965,AL,CLE,CLE,,5,162,82,87,75,,,N,N,Cleveland Indians,Cleveland Stadium,934786
1965,AL,DET,DET,,4,162,81,89,73,,,N,N,Detroit Tigers,Tiger Stadium,1029645
1965,NL,HOU,HOU,,9,162,81,65,97,,,N,N,Houston Astros,Astrodome,2151470
1965,AL,KC1,OAK,,10,162,81,59,103,,,N,N,Kansas City Athletics,Municipal Stadium I,528344
1965,NL,LAN,LAD,,1,162,81,97,65,,,Y,Y,Los Angeles Dodgers,Dodger Stadium,2553577
1965,AL,MIN,MIN,,1,162,81,102,60,,,Y,N,Minnesota Twins,Metropolitan Stadium,1463258
1965,NL,ML1,ATL,,5,162,81,86,76,,,N,N,Milwaukee Braves,County Stadium,555584
1965,AL,NYA,NYY,,6,162,83,77,85,,,N,N,New York Yankees,Yankee Stadium I,1213552
1965,NL,NYN,NYM,,10,164,82,50,112,,,N,N,New York Mets,Shea Stadium,1768389
1965,NL,PHI,PHI,,6,162,80,85,76,,,N,N,Philadelphia Phillies,Connie Mack Stadium,1166376
1965,NL,PIT,PIT,,3,163,82,90,72,,,N,N,Pittsburgh Pirates,Forbes Field,909279
1965,NL,SFN,SFG,,2,163,81,95,67,,,N,N,San Francisco Giants,Candlestick Park,1546075
1965,NL,SLN,STL,,7,162,81,80,81,,,N,N,St. Louis Cardinals,Sportsman's Park IV,1241201
1965,AL,WS2,TEX,,8,162,81,70,92,,,N,N,Washington Senators,R.F.K. Stadium,560083
1966,NL,ATL,ATL,,5,163,82,85,77,,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,1539801
1966,AL,BAL,BAL,,1,160,79,97,63,,,Y,Y,Baltimore Orioles,Memorial Stadium,1203366
1966,AL,BOS,BOS,,9,162,81,72,90,,,N,N,Boston Red Sox,Fenway Park II,811172
1966,AL,CAL,ANA,,6,162,81,80,82,,,N,N,California Angels,Anaheim Stadium,1400321
1966,AL,CHA,CHW,,4,163,81,83,79,,,N,N,Chicago White Sox,Comiskey Park,990016
1966,NL,CHN,CHC,,10,162,81,59,103,,,N,N,Chicago Cubs,Wrigley Field,635891
1966,NL,CIN,CIN,,7,160,79,76,84,,,N,N,Cincinnati Reds,Crosley Field,742958
1966,AL,CLE,CLE,,5,162,81,81,81,,,N,N,Cleveland Indians,Cleveland Stadium,903359
1966,AL,DET,DET,,3,162,81,88,74,,,N,N,Detroit Tigers,Tiger Stadium,1124293
1966,NL,HOU,HOU,,8,163,81,72,90,,,N,N,Houston Astros,Astrodome,1872108
1966,AL,KC1,OAK,,7,160,81,74,86,,,N,N,Kansas City Athletics,Municipal Stadium I,773929
1966,NL,LAN,LAD,,1,162,81,95,67,,,Y,N,Los Angeles Dodgers,Dodger Stadium,2617029
1966,AL,MIN,MIN,,2,162,81,89,73,,,N,N,Minnesota Twins,Metropolitan Stadium,1259374
1966,AL,NYA,NYY,,10,160,82,70,89,,,N,N,New York Yankees,Yankee Stadium I,1124648
1966,NL,NYN,NYM,,9,161,81,66,95,,,N,N,New York Mets,Shea Stadium,1932693
1966,NL,PHI,PHI,,4,162,81,87,75,,,N,N,Philadelphia Phillies,Connie Mack Stadium,1108201
1966,NL,PIT,PIT,,3,162,81,92,70,,,N,N,Pittsburgh Pirates,Forbes Field,1196618
1966,NL,SFN,SFG,,2,161,81,93,68,,,N,N,San Francisco Giants,Candlestick Park,1657192
1966,NL,SLN,STL,,6,162,81,83,79,,,N,N,St. Louis Cardinals,Sportsman's Park IV/Busch Stadium II,1712980
1966,AL,WS2,TEX,,8,159,78,71,88,,,N,N,Washington Senators,R.F.K. Stadium,576260
1967,NL,ATL,ATL,,7,162,81,77,85,,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,1389222
1967,AL,BAL,BAL,,6,161,77,76,85,,,N,N,Baltimore Orioles,Memorial Stadium,955053
1967,AL,BOS,BOS,,1,162,81,92,70,,,Y,N,Boston Red Sox,Fenway Park II,1727832
1967,AL,CAL,ANA,,5,161,83,84,77,,,N,N,California Angels,Anaheim Stadium,1317713
1967,AL,CHA,CHW,,4,162,82,89,73,,,N,N,Chicago White Sox,Comiskey Park,985634
1967,NL,CHN,CHC,,3,162,84,87,74,,,N,N,Chicago Cubs,Wrigley Field,977226
1967,NL,CIN,CIN,,4,162,81,87,75,,,N,N,Cincinnati Reds,Crosley Field,958300
1967,AL,CLE,CLE,,8,162,81,75,87,,,N,N,Cleveland Indians,Cleveland Stadium,662980
1967,AL,DET,DET,,2,163,82,91,71,,,N,N,Detroit Tigers,Tiger Stadium,1447143
1967,NL,HOU,HOU,,9,162,81,69,93,,,N,N,Houston Astros,Astrodome,1348303
1967,AL,KC1,OAK,,10,161,81,62,99,,,N,N,Kansas City Athletics,Municipal Stadium I,726639
1967,NL,LAN,LAD,,8,162,81,73,89,,,N,N,Los Angeles Dodgers,Dodger Stadium,1664362
1967,AL,MIN,MIN,,2,164,81,91,71,,,N,N,Minnesota Twins,Metropolitan Stadium,1483547
1967,AL,NYA,NYY,,9,163,82,72,90,,,N,N,New York Yankees,Yankee Stadium I,1259514
1967,NL,NYN,NYM,,10,162,78,61,101,,,N,N,New York Mets,Shea Stadium,1565492
1967,NL,PHI,PHI,,5,162,80,82,80,,,N,N,Philadelphia Phillies,Connie Mack Stadium,828888
1967,NL,PIT,PIT,,6,163,81,81,81,,,N,N,Pittsburgh Pirates,Forbes Field,907012
1967,NL,SFN,SFG,,2,162,82,91,71,,,N,N,San Francisco Giants,Candlestick Park,1242480
1967,NL,SLN,STL,,1,161,81,101,60,,,Y,Y,St. Louis Cardinals,Busch Stadium II,2090145
1967,AL,WS2,TEX,,6,161,80,76,85,,,N,N,Washington Senators,R.F.K. Stadium,770868
1968,NL,ATL,ATL,,5,163,81,81,81,,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,1126540
1968,AL,BAL,BAL,,2,162,80,91,71,,,N,N,Baltimore Orioles,Memorial Stadium,943977
1968,AL,BOS,BOS,,4,162,81,86,76,,,N,N,Boston Red Sox,Fenway Park II,1940788
1968,AL,CAL,ANA,,8,162,81,67,95,,,N,N,California Angels,Anaheim Stadium,1025956
1968,AL,CHA,CHW,,8,162,81,67,95,,,N,N,Chicago White Sox,Comiskey Park,803775
1968,NL,CHN,CHC,,3,163,82,84,78,,,N,N,Chicago Cubs,Wrigley Field,1043409
1968,NL,CIN,CIN,,4,163,82,83,79,,,N,N,Cincinnati Reds,Crosley Field,733354
1968,AL,CLE,CLE,,3,162,81,86,75,,,N,N,Cleveland Indians,Cleveland Stadium,857994
1968,AL,DET,DET,,1,164,81,103,59,,,Y,Y,Detroit Tigers,Tiger Stadium,2031847
1968,NL,HOU,HOU,,10,162,81,72,90,,,N,N,Houston Astros,Astrodome,1312887
1968,NL,LAN,LAD,,7,162,81,76,86,,,N,N,Los Angeles Dodgers,Dodger Stadium,1581093
1968,AL,MIN,MIN,,7,162,81,79,83,,,N,N,Minnesota Twins,Metropolitan Stadium,1143257
1968,AL,NYA,NYY,,5,164,82,83,79,,,N,N,New York Yankees,Yankee Stadium I,1185666
1968,NL,NYN,NYM,,9,163,82,73,89,,,N,N,New York Mets,Shea Stadium,1781657
1968,AL,OAK,OAK,,6,163,83,82,80,,,N,N,Oakland Athletics,Oakland Coliseum,837466
1968,NL,PHI,PHI,,7,162,81,76,86,,,N,N,Philadelphia Phillies,Connie Mack Stadium,664546
1968,NL,PIT,PIT,,6,163,81,80,82,,,N,N,Pittsburgh Pirates,Forbes Field,693485
1968,NL,SFN,SFG,,2,163,81,88,74,,,N,N,San Francisco Giants,Candlestick Park,837220
1968,NL,SLN,STL,,1,162,81,97,65,,,Y,N,St. Louis Cardinals,Busch Stadium II,2011167
1968,AL,WS2,TEX,,10,161,81,65,96,,,N,N,Washington Senators,R.F.K. Stadium,546661
1969,NL,ATL,ATL,W,1,162,81,93,69,Y,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,1458320
1969,AL,BAL,BAL,E,1,162,81,109,53,Y,,Y,N,Baltimore Orioles,Memorial Stadium,1062069
1969,AL,BOS,BOS,E,3,162,81,87,75,N,,N,N,Boston Red Sox,Fenway Park II,1833246
1969,AL,CAL,ANA,W,3,163,81,71,91,N,,N,N,California Angels,Anaheim Stadium,758388
1969,AL,CHA,CHW,W,5,162,81,68,94,N,,N,N,Chicago White Sox,Comiskey Park,589546
1969,NL,CHN,CHC,E,2,163,82,92,70,N,,N,N,Chicago Cubs,Wrigley Field,1674993
1969,NL,CIN,CIN,W,3,163,81,89,73,N,,N,N,Cincinnati Reds,Crosley Field,987991
1969,AL,CLE,CLE,E,6,161,81,62,99,N,,N,N,Cleveland Indians,Cleveland Stadium,619970
1969,AL,DET,DET,E,2,162,81,90,72,N,,N,N,Detroit Tigers,Tiger Stadium,1577481
1969,NL,HOU,HOU,W,5,162,81,81,81,N,,N,N,Houston Astros,Astrodome,1442995
1969,AL,KCA,KCR,W,4,163,82,69,93,N,,N,N,Kansas City Royals,Municipal Stadium II,902414
1969,NL,LAN,LAD,W,4,162,81,85,77,N,,N,N,Los Angeles Dodgers,Dodger Stadium,1784527
1969,AL,MIN,MIN,W,1,162,81,97,65,Y,,N,N,Minnesota Twins,Metropolitan Stadium,1349328
1969,NL,MON,WSN,E,6,162,81,52,110,N,,N,N,Montreal Expos,Jarry Park,1212608
1969,AL,NYA,NYY,E,5,162,80,80,81,N,,N,N,New York Yankees,Yankee Stadium I,1067996
1969,NL,NYN,NYM,E,1,162,82,100,62,Y,,Y,Y,New York Mets,Shea Stadium,2175373
1969,AL,OAK,OAK,W,2,162,81,88,74,N,,N,N,Oakland Athletics,Oakland Coliseum,778232
1969,NL,PHI,PHI,E,5,162,81,63,99,N,,N,N,Philadelphia Phillies,Connie Mack Stadium,519414
1969,NL,PIT,PIT,E,3,162,81,88,74,N,,N,N,Pittsburgh Pirates,Forbes Field,769369
1969,NL,SDN,SDP,W,6,162,81,52,110,N,,N,N,San Diego Padres,Jack Murphy Stadium,512970
1969,AL,SE1,MIL,W,6,163,82,64,98,N,,N,N,Seattle Pilots,Sicks Stadium,677944
1969,NL,SFN,SFG,W,2,162,81,90,72,N,,N,N,San Francisco Giants,Candlestick Park,873603
1969,NL,SLN,STL,E,4,162,80,87,75,N,,N,N,St. Louis Cardinals,Busch Stadium II,1682783
1969,AL,WS2,TEX,E,4,162,81,86,76,N,,N,N,Washington Senators,R.F.K. Stadium,918106
1970,NL,ATL,ATL,W,5,162,81,76,86,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,1078848
1970,AL,BAL,BAL,E,1,162,81,108,54,Y,,Y,Y,Baltimore Orioles,Memorial Stadium,1057069
1970,AL,BOS,BOS,E,3,162,81,87,75,N,,N,N,Boston Red Sox,Fenway Park II,1595278
1970,AL,CAL,ANA,W,3,162,81,86,76,N,,N,N,California Angels,Anaheim Stadium,1077741
1970,AL,CHA,CHW,W,6,162,84,56,106,N,,N,N,Chicago White Sox,Comiskey Park,495355
1970,NL,CHN,CHC,E,2,162,80,84,78,N,,N,N,Chicago Cubs,Wrigley Field,1642705
1970,NL,CIN,CIN,W,1,162,81,102,60,Y,,Y,N,Cincinnati Reds,Crosley Field/Riverfront Stadium,1803568
1970,AL,CLE,CLE,E,5,162,81,76,86,N,,N,N,Cleveland Indians,Cleveland Stadium,729752
1970,AL,DET,DET,E,4,162,81,79,83,N,,N,N,Detroit Tigers,Tiger Stadium,1501293
1970,NL,HOU,HOU,W,4,162,81,79,83,N,,N,N,Houston Astros,Astrodome,1253444
1970,AL,KCA,KCR,W,4,162,79,65,97,N,,N,N,Kansas City Royals,Municipal Stadium II,693047
1970,NL,LAN,LAD,W,2,161,81,87,74,N,,N,N,Los Angeles Dodgers,Dodger Stadium,1697142
1970,AL,MIN,MIN,W,1,162,81,98,64,Y,,N,N,Minnesota Twins,Metropolitan Stadium,1261887
1970,AL,ML4,MIL,W,4,163,81,65,97,N,,N,N,Milwaukee Brewers,County Stadium,933690
1970,NL,MON,WSN,E,6,162,80,73,89,N,,N,N,Montreal Expos,Jarry Park,1424683
1970,AL,NYA,NYY,E,2,163,81,93,69,N,,N,N,New York Yankees,Yankee Stadium I,1136879
1970,NL,NYN,NYM,E,3,162,82,83,79,N,,N,N,New York Mets,Shea Stadium,2697479
1970,AL,OAK,OAK,W,2,162,81,89,73,N,,N,N,Oakland Athletics,Oakland Coliseum,778355
1970,NL,PHI,PHI,E,5,161,80,73,88,N,,N,N,Philadelphia Phillies,Connie Mack Stadium,708247
1970,NL,PIT,PIT,E,1,162,82,89,73,Y,,N,N,Pittsburgh Pirates,Forbes Field/Three Rivers Stadium,1341947
1970,NL,SDN,SDP,W,6,162,81,63,99,N,,N,N,San Diego Padres,Jack Murphy Stadium,643679
1970,NL,SFN,SFG,W,3,162,81,86,76,N,,N,N,San Francisco Giants,Candlestick Park,740720
1970,NL,SLN,STL,E,4,162,81,76,86,N,,N,N,St. Louis Cardinals,Busch Stadium II,1629736
1970,AL,WS2,TEX,E,6,162,81,70,92,N,,N,N,Washington Senators,R.F.K. Stadium,824789
1971,NL,ATL,ATL,W,3,162,82,82,80,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,1006320
1971,AL,BAL,BAL,E,1,158,77,101,57,Y,,Y,N,Baltimore Orioles,Memorial Stadium,1023037
1971,AL,BOS,BOS,E,3,162,80,85,77,N,,N,N,Boston Red Sox,Fenway Park II,1678732
1971,AL,CAL,ANA,W,4,162,81,76,86,N,,N,N,California Angels,Anaheim Stadium,926373
1971,AL,CHA,CHW,W,3,162,81,79,83,N,,N,N,Chicago White Sox,Comiskey Park,833891
1971,NL,CHN,CHC,E,3,162,81,83,79,N,,N,N,Chicago Cubs,Wrigley Field,1653007
1971,NL,CIN,CIN,W,4,162,81,79,83,N,,N,N,Cincinnati Reds,Riverfront Stadium,1501122
1971,AL,CLE,CLE,E,6,162,81,60,102,N,,N,N,Cleveland Indians,Cleveland Stadium,591361
1971,AL,DET,DET,E,2,162,81,91,71,N,,N,N,Detroit Tigers,Tiger Stadium,1591073
1971,NL,HOU,HOU,W,4,162,81,79,83,N,,N,N,Houston Astros,Astrodome,1261589
1971,AL,KCA,KCR,W,2,161,81,85,76,N,,N,N,Kansas City Royals,Municipal Stadium II,910784
1971,NL,LAN,LAD,W,2,162,81,89,73,N,,N,N,Los Angeles Dodgers,Dodger Stadium,2064594
1971,AL,MIN,MIN,W,5,160,79,74,86,N,,N,N,Minnesota Twins,Metropolitan Stadium,940858
1971,AL,ML4,MIL,W,6,161,82,69,92,N,,N,N,Milwaukee Brewers,County Stadium,731531
1971,NL,MON,WSN,E,5,162,80,71,90,N,,N,N,Montreal Expos,Jarry Park,1290963
1971,AL,NYA,NYY,E,4,162,81,82,80,N,,N,N,New York Yankees,Yankee Stadium I,1070771
1971,NL,NYN,NYM,E,3,162,81,83,79,N,,N,N,New York Mets,Shea Stadium,2266680
1971,AL,OAK,OAK,W,1,161,81,101,60,Y,,N,N,Oakland Athletics,Oakland Coliseum,914993
1971,NL,PHI,PHI,E,6,162,81,67,95,N,,N,N,Philadelphia Phillies,Veterans Stadium,1511223
1971,NL,PIT,PIT,E,1,162,80,97,65,Y,,Y,Y,Pittsburgh Pirates,Three Rivers Stadium,1501132
1971,NL,SDN,SDP,W,6,161,81,61,100,N,,N,N,San Diego Padres,Jack Murphy Stadium,557513
1971,NL,SFN,SFG,W,1,162,81,90,72,Y,,N,N,San Francisco Giants,Candlestick Park,1106043
1971,NL,SLN,STL,E,2,163,82,90,72,N,,N,N,St. Louis Cardinals,Busch Stadium II,1604671
1971,AL,WS2,TEX,E,5,159,81,63,96,N,,N,N,Washington Senators,R.F.K. Stadium,655156
1972,NL,ATL,ATL,W,4,155,78,70,84,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,752973
1972,AL,BAL,BAL,E,3,154,77,80,74,N,,N,N,Baltimore Orioles,Memorial Stadium,899950
1972,AL,BOS,BOS,E,2,155,78,85,70,N,,N,N,Boston Red Sox,Fenway Park II,1441718
1972,AL,CAL,ANA,W,5,155,80,75,80,N,,N,N,California Angels,Anaheim Stadium,744190
1972,AL,CHA,CHW,W,2,154,78,87,67,N,,N,N,Chicago White Sox,Comiskey Park,1177318
1972,NL,CHN,CHC,E,2,156,77,85,70,N,,N,N,Chicago Cubs,Wrigley Field,1299163
1972,NL,CIN,CIN,W,1,154,76,95,59,Y,,Y,N,Cincinnati Reds,Riverfront Stadium,1611459
1972,AL,CLE,CLE,E,5,156,77,72,84,N,,N,N,Cleveland Indians,Cleveland Stadium,626354
1972,AL,DET,DET,E,1,156,78,86,70,Y,,N,N,Detroit Tigers,Tiger Stadium,1892386
1972,NL,HOU,HOU,W,3,153,77,84,69,N,,N,N,Houston Astros,Astrodome,1469247
1972,AL,KCA,KCR,W,4,154,77,76,78,N,,N,N,Kansas City Royals,Municipal Stadium II,707656
1972,NL,LAN,LAD,W,2,155,75,85,70,N,,N,N,Los Angeles Dodgers,Dodger Stadium,1860858
1972,AL,MIN,MIN,W,3,154,74,77,77,N,,N,N,Minnesota Twins,Metropolitan Stadium,797901
1972,AL,ML4,MIL,E,6,156,79,65,91,N,,N,N,Milwaukee Brewers,County Stadium,600440
1972,NL,MON,WSN,E,5,156,78,70,86,N,,N,N,Montreal Expos,Jarry Park,1142145
1972,AL,NYA,NYY,E,4,155,77,79,76,N,,N,N,New York Yankees,Yankee Stadium I,966328
1972,NL,NYN,NYM,E,3,156,78,83,73,N,,N,N,New York Mets,Shea Stadium,2134185
1972,AL,OAK,OAK,W,1,155,77,93,62,Y,,Y,Y,Oakland Athletics,Oakland Coliseum,921323
1972,NL,PHI,PHI,E,6,156,79,59,97,N,,N,N,Philadelphia Phillies,Veterans Stadium,1343329
1972,NL,PIT,PIT,E,1,155,78,96,59,Y,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1427460
1972,NL,SDN,SDP,W,6,153,80,58,95,N,,N,N,San Diego Padres,Jack Murphy Stadium,644273
1972,NL,SFN,SFG,W,5,155,77,69,86,N,,N,N,San Francisco Giants,Candlestick Park,647744
1972,NL,SLN,STL,E,4,156,77,75,81,N,,N,N,St. Louis Cardinals,Busch Stadium II,1196894
1972,AL,TEX,TEX,W,6,154,77,54,100,N,,N,N,Texas Rangers,Arlington Stadium,662974
1973,NL,ATL,ATL,W,5,162,81,76,85,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,800655
1973,AL,BAL,BAL,E,1,162,81,97,65,Y,,N,N,Baltimore Orioles,Memorial Stadium,958667
1973,AL,BOS,BOS,E,2,162,81,89,73,N,,N,N,Boston Red Sox,Fenway Park II,1481002
1973,AL,CAL,ANA,W,4,162,81,79,83,N,,N,N,California Angels,Anaheim Stadium,1058206
1973,AL,CHA,CHW,W,5,162,81,77,85,N,,N,N,Chicago White Sox,Comiskey Park,1302527
1973,NL,CHN,CHC,E,5,161,80,77,84,N,,N,N,Chicago Cubs,Wrigley Field,1351705
1973,NL,CIN,CIN,W,1,162,81,99,63,Y,,N,N,Cincinnati Reds,Riverfront Stadium,2017601
1973,AL,CLE,CLE,E,6,162,81,71,91,N,,N,N,Cleveland Indians,Cleveland Stadium,615107
1973,AL,DET,DET,E,3,162,81,85,77,N,,N,N,Detroit Tigers,Tiger Stadium,1724146
1973,NL,HOU,HOU,W,4,162,81,82,80,N,,N,N,Houston Astros,Astrodome,1394004
1973,AL,KCA,KCR,W,2,162,81,88,74,N,,N,N,Kansas City Royals,Royals Stadium,1345341
1973,NL,LAN,LAD,W,2,162,81,95,66,N,,N,N,Los Angeles Dodgers,Dodger Stadium,2136192
1973,AL,MIN,MIN,W,3,162,81,81,81,N,,N,N,Minnesota Twins,Metropolitan Stadium,907499
1973,AL,ML4,MIL,E,5,162,81,74,88,N,,N,N,Milwaukee Brewers,County Stadium,1092158
1973,NL,MON,WSN,E,4,162,81,79,83,N,,N,N,Montreal Expos,Jarry Park,1246863
1973,AL,NYA,NYY,E,4,162,81,80,82,N,,N,N,New York Yankees,Yankee Stadium I,1262103
1973,NL,NYN,NYM,E,1,161,81,82,79,Y,,Y,N,New York Mets,Shea Stadium,1912390
1973,AL,OAK,OAK,W,1,162,81,94,68,Y,,Y,Y,Oakland Athletics,Oakland Coliseum,1000763
1973,NL,PHI,PHI,E,6,162,81,71,91,N,,N,N,Philadelphia Phillies,Veterans Stadium,1475934
1973,NL,PIT,PIT,E,3,162,81,80,82,N,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1319913
1973,NL,SDN,SDP,W,6,162,81,60,102,N,,N,N,San Diego Padres,Jack Murphy Stadium,611826
1973,NL,SFN,SFG,W,3,162,81,88,74,N,,N,N,San Francisco Giants,Candlestick Park,834193
1973,NL,SLN,STL,E,2,162,81,81,81,N,,N,N,St. Louis Cardinals,Busch Stadium II,1574046
1973,AL,TEX,TEX,W,6,162,81,57,105,N,,N,N,Texas Rangers,Arlington Stadium,686085
1974,NL,ATL,ATL,W,3,163,81,88,74,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,981085
1974,AL,BAL,BAL,E,1,162,81,91,71,Y,,N,N,Baltimore Orioles,Memorial Stadium,962572
1974,AL,BOS,BOS,E,3,162,81,84,78,N,,N,N,Boston Red Sox,Fenway Park II,1556411
1974,AL,CAL,ANA,W,6,163,81,68,94,N,,N,N,California Angels,Anaheim Stadium,917269
1974,AL,CHA,CHW,W,4,163,82,80,80,N,,N,N,Chicago White Sox,Comiskey Park,1149596
1974,NL,CHN,CHC,E,6,162,81,66,96,N,,N,N,Chicago Cubs,Wrigley Field,1015378
1974,NL,CIN,CIN,W,2,163,82,98,64,N,,N,N,Cincinnati Reds,Riverfront Stadium,2164307
1974,AL,CLE,CLE,E,4,162,81,77,85,N,,N,N,Cleveland Indians,Cleveland Stadium,1114262
1974,AL,DET,DET,E,6,162,81,72,90,N,,N,N,Detroit Tigers,Tiger Stadium,1243080
1974,NL,HOU,HOU,W,4,162,81,81,81,N,,N,N,Houston Astros,Astrodome,1090728
1974,AL,KCA,KCR,W,5,162,81,77,85,N,,N,N,Kansas City Royals,Royals Stadium,1173292
1974,NL,LAN,LAD,W,1,162,81,102,60,Y,,Y,N,Los Angeles Dodgers,Dodger Stadium,2632474
1974,AL,MIN,MIN,W,3,163,82,82,80,N,,N,N,Minnesota Twins,Metropolitan Stadium,662401
1974,AL,ML4,MIL,E,5,162,81,76,86,N,,N,N,Milwaukee Brewers,County Stadium,955741
1974,NL,MON,WSN,E,4,161,80,79,82,N,,N,N,Montreal Expos,Jarry Park,1019134
1974,AL,NYA,NYY,E,2,162,81,89,73,N,,N,N,New York Yankees,Shea Stadium,1273075
1974,NL,NYN,NYM,E,5,162,81,71,91,N,,N,N,New York Mets,Shea Stadium,1722209
1974,AL,OAK,OAK,W,1,162,81,90,72,Y,,Y,Y,Oakland Athletics,Oakland Coliseum,845693
1974,NL,PHI,PHI,E,3,162,81,80,82,N,,N,N,Philadelphia Phillies,Veterans Stadium,1808648
1974,NL,PIT,PIT,E,1,162,81,88,74,Y,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1110552
1974,NL,SDN,SDP,W,6,162,81,60,102,N,,N,N,San Diego Padres,Jack Murphy Stadium,1075399
1974,NL,SFN,SFG,W,5,162,81,72,90,N,,N,N,San Francisco Giants,Candlestick Park,519987
1974,NL,SLN,STL,E,2,161,81,86,75,N,,N,N,St. Louis Cardinals,Busch Stadium II,1838413
1974,AL,TEX,TEX,W,2,161,80,84,76,N,,N,N,Texas Rangers,Arlington Stadium,1193902
1975,NL,ATL,ATL,W,5,161,80,67,94,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,534672
1975,AL,BAL,BAL,E,2,159,77,90,69,N,,N,N,Baltimore Orioles,Memorial Stadium,1002157
1975,AL,BOS,BOS,E,1,160,81,95,65,Y,,Y,N,Boston Red Sox,Fenway Park II,1748587
1975,AL,CAL,ANA,W,6,161,81,72,89,N,,N,N,California Angels,Anaheim Stadium,1058163
1975,AL,CHA,CHW,W,5,161,81,75,86,N,,N,N,Chicago White Sox,Comiskey Park,750802
1975,NL,CHN,CHC,E,5,162,81,75,87,N,,N,N,Chicago Cubs,Wrigley Field,1034819
1975,NL,CIN,CIN,W,1,162,81,108,54,Y,,Y,Y,Cincinnati Reds,Riverfront Stadium,2315603
1975,AL,CLE,CLE,E,4,159,80,79,80,N,,N,N,Cleveland Indians,Cleveland Stadium,977039
