yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,name,park,attendance
1891,NL,PIT,PIT,,8,137,,55,80,,,N,,Pittsburgh Pirates,Exposition Park,128000
1891,AA,SL4,STL,,2,141,,85,51,,,N,,St. Louis Browns,Sportsman's Park I,
1891,AA,WS9,WAS,,9,139,,44,91,,,N,,Washington Statesmen,Boundary Field,
1892,NL,BLN,BLO,,12,152,,46,101,,,N,,Baltimore Orioles,Union Park,93589
1892,NL,BRO,LAD,,3,158,,95,59,,,N,,Brooklyn Grooms,Eastern Park,183727
1892,NL,BSN,ATL,,1,152,,102,48,,,Y,,Boston Beaneaters,South End Grounds II,146421
1892,NL,CHN,CHC,,7,147,,70,76,,,N,,Chicago Colts,South Side Park I,109067
1892,NL,CIN,CIN,,5,155,,82,68,,,N,,Cincinnati Reds,League Park I in Cincinnati,196473
1892,NL,CL4,CLV,,2,153,,93,56,,,N,,Cleveland Spiders,League Park I,139928
1892,NL,LS3,LOU,,9,154,,63,89,,,N,,Louisville Colonels,Eclipse Park I,131159
1892,NL,NY1,SFG,,8,153,,71,80,,,N,,New York Giants,Polo Grounds III,130566
1892,NL,PHI,PHI,,4,155,,87,66,,,N,,Philadelphia Phillies,Philadelphia Baseball Grounds,193731
1892,NL,PIT,PIT,,6,155,,80,73,,,N,,Pittsburgh Pirates,Exposition Park,177205
1892,NL,SLN,STL,,11,155,,56,94,,,N,,St. Louis Browns,Sportsman's Park I,192442
1892,NL,WAS,WAS,,10,153,,58,93,,,N,,Washington Senators,Boundary Field,128279
1893,NL,BLN,BLO,,8,130,,60,70,,,N,,Baltimore Orioles,Union Park,143000
1893,NL,BRO,LAD,,7,130,,65,63,,,N,,Brooklyn Grooms,Eastern Park,235000
1893,NL,BSN,ATL,,1,131,,86,43,,,Y,,Boston Beaneaters,South End Grounds II,193300
1893,NL,CHN,CHC,,9,128,,56,71,,,N,,Chicago Colts,South Side Park I,223500
1893,NL,CIN,CIN,,6,131,,65,63,,,N,,Cincinnati Reds,League Park I in Cincinnati,194250
1893,NL,CL4,CLV,,3,129,,73,55,,,N,,Cleveland Spiders,League Park I,130000
1893,NL,LS3,LOU,,11,126,,50,75,,,N,,Louisville Colonels,Eclipse Park II,53683
1893,NL,NY1,SFG,,5,136,,68,64,,,N,,New York Giants,Polo Grounds III,290000
1893,NL,PHI,PHI,,4,133,,72,57,,,N,,Philadelphia Phillies,Philadelphia Baseball Grounds,293019
1893,NL,PIT,PIT,,2,131,,81,48,,,N,,Pittsburgh Pirates,Exposition Park,184000
1893,NL,SLN,STL,,10,135,,57,75,,,N,,St. Louis Browns,Robison Field,195000
1893,NL,WAS,WAS,,12,130,,40,89,,,N,,Washington Senators,Boundary Field,90000
1894,NL,BLN,BLO,,1,129,,89,39,,,Y,,Baltimore Orioles,Union Park,328000
1894,NL,BRO,LAD,,5,134,,70,61,,,N,,Brooklyn Grooms,Eastern Park,214000
1894,NL,BSN,ATL,,3,133,,83,49,,,N,,Boston Beaneaters,South End Grounds II / Congress Street Grounds / South End Grounds III,152800
1894,NL,CHN,CHC,,8,135,,57,75,,,N,,Chicago Colts,West Side Park II,239000
1894,NL,CIN,CIN,,10,132,,55,75,,,N,,Cincinnati Reds,League Park II in Cincinnati,158000
1894,NL,CL4,CLV,,6,130,,68,61,,,N,,Cleveland Spiders,League Park I,82000
1894,NL,LS3,LOU,,12,130,,36,94,,,N,,Louisville Colonels,Eclipse Park II,75000
1894,NL,NY1,SFG,,2,137,,88,44,,,N,,New York Giants,Polo Grounds III,387000
1894,NL,PHI,PHI,,4,129,,71,57,,,N,,Philadelphia Phillies,Philadelphia Baseball Grounds,352773
1894,NL,PIT,PIT,,7,132,,65,65,,,N,,Pittsburgh Pirates,Exposition Park,159000
1894,NL,SLN,STL,,9,133,,56,76,,,N,,St. Louis Browns,Robison Field,155000
1894,NL,WAS,WAS,,11,132,,45,87,,,N,,Washington Senators,Boundary Field,125000
1895,NL,BLN,BLO,,1,132,,87,43,,,Y,,Baltimore Orioles,Union Park,293000
1895,NL,BRO,LAD,,5,133,,71,60,,,N,,Brooklyn Grooms,Eastern Park,230000
1895,NL,BSN,ATL,,6,132,,71,60,,,N,,Boston Beaneaters,South End Grounds III,242000
1895,NL,CHN,CHC,,4,133,,72,58,,,N,,Chicago Colts,West Side Park II,382300
1895,NL,CIN,CIN,,8,132,,66,64,,,N,,Cincinnati Reds,League Park II in Cincinnati,281000
1895,NL,CL4,CLV,,2,131,,84,46,,,N,,Cleveland Spiders,League Park I,143000
1895,NL,LS3,LOU,,12,133,,35,96,,,N,,Louisville Colonels,Eclipse Park II,92000
1895,NL,NY1,SFG,,9,132,,66,65,,,N,,New York Giants,Polo Grounds III,240000
1895,NL,PHI,PHI,,3,133,,78,53,,,N,,Philadelphia Phillies,Baker Bowl,474971
1895,NL,PIT,PIT,,7,134,,71,61,,,N,,Pittsburgh Pirates,Exposition Park,188000
1895,NL,SLN,STL,,11,135,,39,92,,,N,,St. Louis Browns,Robison Field,170000
1895,NL,WAS,WAS,,10,132,,43,85,,,N,,Washington Senators,Boundary Field,153000
1896,NL,BLN,BLO,,1,132,,90,39,,,Y,,Baltimore Orioles,Union Park,249448
1896,NL,BRO,LAD,,10,133,,58,73,,,N,,Brooklyn Bridegrooms,Eastern Park,201000
1896,NL,BSN,ATL,,4,132,,74,57,,,N,,Boston Beaneaters,South End Grounds III,240000
1896,NL,CHN,CHC,,5,132,,71,57,,,N,,Chicago Colts,West Side Park II,317500
1896,NL,CIN,CIN,,3,128,,77,50,,,N,,Cincinnati Reds,League Park II in Cincinnati,373000
1896,NL,CL4,CLV,,2,135,,80,48,,,N,,Cleveland Spiders,League Park I,152000
1896,NL,LS3,LOU,,12,134,,38,93,,,N,,Louisville Colonels,Eclipse Park II,133000
1896,NL,NY1,SFG,,7,133,,64,67,,,N,,New York Giants,Polo Grounds III,274000
1896,NL,PHI,PHI,,8,130,,62,68,,,N,,Philadelphia Phillies,Baker Bowl,357025
1896,NL,PIT,PIT,,6,131,,66,63,,,N,,Pittsburgh Pirates,Exposition Park,197000
1896,NL,SLN,STL,,11,131,,40,90,,,N,,St. Louis Browns,Robison Field,184000
1896,NL,WAS,WAS,,9,133,,58,73,,,N,,Washington Senators,Boundary Field,223000
1897,NL,BLN,BLO,,2,136,,90,40,,,N,,Baltimore Orioles,Union Park,273046
1897,NL,BRO,LAD,,7,136,,61,71,,,N,,Brooklyn Bridegrooms,Eastern Park,220831
1897,NL,BSN,ATL,,1,135,,93,39,,,Y,,Boston Beaneaters,South End Grounds III,334800
1897,NL,CHN,CHC,,9,138,,59,73,,,N,,Chicago Colts,West Side Park II,327160
1897,NL,CIN,CIN,,4,134,,76,56,,,N,,Cincinnati Reds,League Park II in Cincinnati,336800
1897,NL,CL4,CLV,,5,132,,69,62,,,N,,Cleveland Spiders,League Park I,115250
1897,NL,LS3,LOU,,11,134,,52,78,,,N,,Louisville Colonels,Eclipse Park II,145210
1897,NL,NY1,SFG,,3,137,,83,48,,,N,,New York Giants,Polo Grounds III,390340
1897,NL,PHI,PHI,,10,134,,55,77,,,N,,Philadelphia Phillies,Baker Bowl,290027
1897,NL,PIT,PIT,,8,135,,60,71,,,N,,Pittsburgh Pirates,Exposition Park,165950
1897,NL,SLN,STL,,12,132,,29,102,,,N,,St. Louis Browns,Robison Field,136400
1897,NL,WAS,WAS,,6,135,,61,71,,,N,,Washington Senators,Boundary Field,151028
1898,NL,BLN,BLO,,2,154,,96,53,,,N,,Baltimore Orioles,Union Park,123416
1898,NL,BRO,LAD,,10,149,,54,91,,,N,,Brooklyn Bridegrooms,Washington Park III,122514
1898,NL,BSN,ATL,,1,152,,102,47,,,Y,,Boston Beaneaters,South End Grounds III,229275
1898,NL,CHN,CHC,,4,152,,85,65,,,N,,Chicago Orphans,West Side Park II,424352
1898,NL,CIN,CIN,,3,157,,92,60,,,N,,Cincinnati Reds,League Park II in Cincinnati,336378
1898,NL,CL4,CLV,,5,156,,81,68,,,N,,Cleveland Spiders,League Park I,70496
1898,NL,LS3,LOU,,9,154,,70,81,,,N,,Louisville Colonels,Eclipse Park II,128980
1898,NL,NY1,SFG,,7,157,,77,73,,,N,,New York Giants,Polo Grounds III,265414
1898,NL,PHI,PHI,,6,150,,78,71,,,N,,Philadelphia Phillies,Baker Bowl,265414
1898,NL,PIT,PIT,,8,152,,72,76,,,N,,Pittsburgh Pirates,Exposition Park,150900
1898,NL,SLN,STL,,12,154,,39,111,,,N,,St. Louis Browns,Robison Field,151700
1898,NL,WAS,WAS,,11,155,,51,101,,,N,,Washington Senators,Boundary Field,103250
1899,NL,BLN,BLO,,4,152,,86,62,,,N,,Baltimore Orioles,Union Park,121935
1899,NL,BRO,LAD,,1,150,,101,47,,,Y,,Brooklyn Superbas,Washington Park III,269641
1899,NL,BSN,ATL,,2,153,,95,57,,,N,,Boston Beaneaters,South End Grounds III,200384
1899,NL,CHN,CHC,,8,152,,75,73,,,N,,Chicago Orphans,West Side Park II,352130
1899,NL,CIN,CIN,,6,156,,83,67,,,N,,Cincinnati Reds,League Park II in Cincinnati,259536
1899,NL,CL4,CLV,,12,154,,20,134,,,N,,Cleveland Spiders,League Park I,6088
1899,NL,LS3,LOU,,9,155,,75,77,,,N,,Louisville Colonels,Eclipse Park II,109319
1899,NL,NY1,SFG,,10,152,,60,90,,,N,,New York Giants,Polo Grounds III,121384
1899,NL,PHI,PHI,,3,154,,94,58,,,N,,Philadelphia Phillies,Baker Bowl,388933
1899,NL,PIT,PIT,,7,154,,76,73,,,N,,Pittsburgh Pirates,Exposition Park,251834
1899,NL,SLN,STL,,5,155,,84,67,,,N,,St. Louis Perfectos,Robison Field,373909
1899,NL,WAS,WAS,,11,155,,54,98,,,N,,Washington Senators,Boundary Field,86392
1900,NL,BRO,LAD,,1,142,,82,54,,,Y,,Brooklyn Superbas,Washington Park III,183000
1900,NL,BSN,ATL,,4,142,,66,72,,,N,,Boston Beaneaters,South End Grounds III,202000
1900,NL,CHN,CHC,,6,146,,65,75,,,N,,Chicago Orphans,West Side Park II,248577
1900,NL,CIN,CIN,,7,144,,62,77,,,N,,Cincinnati Reds,League Park II in Cincinnati,170000
1900,NL,NY1,SFG,,8,141,,60,78,,,N,,New York Giants,Polo Grounds III,190000
1900,NL,PHI,PHI,,3,141,,75,63,,,N,,Philadelphia Phillies,Baker Bowl,301913
1900,NL,PIT,PIT,,2,140,,79,60,,,N,,Pittsburgh Pirates,Exposition Park,264000
1900,NL,SLN,STL,,5,142,,65,75,,,N,,St. Louis Cardinals,Robison Field,270000
1901,AL,BLA,NYY,,5,135,66,68,65,,,N,,Baltimore Orioles,Oriole Park,141952
1901,AL,BOS,BOS,,2,138,69,79,57,,,N,,Boston Americans,Huntington Avenue Grounds,289448
1901,NL,BRO,LAD,,3,137,68,79,57,,,N,,Brooklyn Superbas,Washington Park III,198200
1901,NL,BSN,ATL,,5,140,70,69,69,,,N,,Boston Beaneaters,South End Grounds III,146502
1901,AL,CHA,CHW,,1,137,71,83,53,,,Y,,Chicago White Sox,South Side Park II,354350
1901,NL,CHN,CHC,,6,140,70,53,86,,,N,,Chicago Orphans,West Side Park II,205071
1901,NL,CIN,CIN,,8,142,72,52,87,,,N,,Cincinnati Reds,League Park II in Cincinnati,205728
1901,AL,CLE,CLE,,7,138,69,54,82,,,N,,Cleveland Blues,League Park I,131380
1901,AL,DET,DET,,3,136,70,74,61,,,N,,Detroit Tigers,Bennett Park,259430
1901,AL,MLA,BAL,,8,139,70,48,89,,,N,,Milwaukee Brewers,Lloyd Street Grounds,139034
1901,NL,NY1,SFG,,7,141,71,52,85,,,N,,New York Giants,Polo Grounds III,297650
1901,AL,PHA,OAK,,4,137,66,74,62,,,N,,Philadelphia Athletics,Columbia Park,206329
1901,NL,PHI,PHI,,2,140,69,83,57,,,N,,Philadelphia Phillies,Baker Bowl,234937
1901,NL,PIT,PIT,,1,140,69,90,49,,,Y,,Pittsburgh Pirates,Exposition Park,251955
1901,NL,SLN,STL,,4,142,72,76,64,,,N,,St. Louis Cardinals,Robison Field,379988
1901,AL,WS1,MIN,,6,138,68,61,72,,,N,,Washington Senators,American League Park I,161661
1902,AL,BLA,NYY,,8,141,64,50,88,,,N,,Baltimore Orioles,Oriole Park,174606
1902,AL,BOS,BOS,,3,138,71,77,60,,,N,,Boston Americans,Huntington Avenue Grounds,348567
1902,NL,BRO,LAD,,2,141,69,75,63,,,N,,Brooklyn Superbas,Washington Park III,199868
1902,NL,BSN,ATL,,3,142,72,73,64,,,N,,Boston Beaneaters,South End Grounds III,116960
1902,AL,CHA,CHW,,4,138,72,74,60,,,N,,Chicago White Sox,South Side Park II,337898
1902,NL,CHN,CHC,,5,141,70,68,69,,,N,,Chicago Orphans,West Side Park II,263700
1902,NL,CIN,CIN,,4,141,70,70,70,,,N,,Cincinnati Reds,Palace of the Fans,217300
1902,AL,CLE,CLE,,5,137,65,69,67,,,N,,Cleveland Bronchos,League Park I,275395
1902,AL,DET,DET,,7,137,67,52,83,,,N,,Detroit Tigers,Bennett Park,189469
1902,NL,NY1,SFG,,8,139,71,48,88,,,N,,New York Giants,Polo Grounds III,302875
1902,AL,PHA,OAK,,1,137,73,83,53,,,Y,,Philadelphia Athletics,Columbia Park,420078
1902,NL,PHI,PHI,,7,138,69,56,81,,,N,,Philadelphia Phillies,Baker Bowl,112066
1902,NL,PIT,PIT,,1,142,71,103,36,,,Y,,Pittsburgh Pirates,Exposition Park,243826
1902,AL,SLA,BAL,,2,140,73,78,58,,,N,,St. Louis Browns,Sportsman's Park III,272283
1902,NL,SLN,STL,,6,140,70,56,78,,,N,,St. Louis Cardinals,Robison Field,226417
1902,AL,WS1,MIN,,6,138,68,61,75,,,N,,Washington Senators,American League Park I,188158
1903,AL,BOS,BOS,,1,141,70,91,47,,,Y,Y,Boston Americans,Huntington Avenue Grounds,379338
1903,NL,BRO,LAD,,5,139,73,70,66,,,N,N,Brooklyn Superbas,Washington Park III,224670
1903,NL,BSN,ATL,,6,140,68,58,80,,,N,N,Boston Beaneaters,South End Grounds III,143155
1903,AL,CHA,CHW,,7,138,70,60,77,,,N,N,Chicago White Sox,South Side Park II,286183
1903,NL,CHN,CHC,,3,139,73,82,56,,,N,N,Chicago Cubs,West Side Park II,386205
1903,NL,CIN,CIN,,4,141,76,74,65,,,N,N,Cincinnati Reds,Palace of the Fans,351680
1903,AL,CLE,CLE,,3,140,74,77,63,,,N,N,Cleveland Naps,League Park I,311280
1903,AL,DET,DET,,5,137,65,65,71,,,N,N,Detroit Tigers,Bennett Park,224523
1903,NL,NY1,SFG,,2,142,70,84,55,,,N,N,New York Giants,Polo Grounds III,579530
1903,AL,NYA,NYY,,4,136,67,72,62,,,N,N,New York Highlanders,Hilltop Park,211808
1903,AL,PHA,OAK,,2,137,67,75,60,,,N,N,Philadelphia Athletics,Columbia Park,422473
1903,NL,PHI,PHI,,7,139,61,49,86,,,N,N,Philadelphia Phillies,Baker Bowl,151729
1903,NL,PIT,PIT,,1,141,70,91,49,,,Y,N,Pittsburgh Pirates,Exposition Park,326855
1903,AL,SLA,BAL,,6,139,70,65,74,,,N,N,St. Louis Browns,Sportsman's Park III,380405
1903,NL,SLN,STL,,8,139,69,43,94,,,N,N,St. Louis Cardinals,Robison Field,226538
1903,AL,WS1,MIN,,8,140,71,43,94,,,N,N,Washington Senators,American League Park I,128878
1904,AL,BOS,BOS,,1,157,81,95,59,,,Y,,Boston Americans,Huntington Avenue Grounds,623295
1904,NL,BRO,LAD,,6,154,76,56,97,,,N,,Brooklyn Superbas,Washington Park III,214600
1904,NL,BSN,ATL,,7,155,79,55,98,,,N,,Boston Beaneaters,South End Grounds III,140694
1904,AL,CHA,CHW,,3,156,78,89,65,,,N,,Chicago White Sox,South Side Park II,557123
1904,NL,CHN,CHC,,2,156,78,93,60,,,N,,Chicago Cubs,West Side Park II,439100
1904,NL,CIN,CIN,,3,157,79,88,65,,,N,,Cincinnati Reds,Palace of the Fans,391915
1904,AL,CLE,CLE,,4,154,78,86,65,,,N,,Cleveland Naps,League Park I,264749
1904,AL,DET,DET,,7,162,79,62,90,,,N,,Detroit Tigers,Bennett Park,177796
1904,NL,NY1,SFG,,1,158,84,106,47,,,Y,,New York Giants,Polo Grounds III,609826
1904,AL,NYA,NYY,,2,155,75,92,59,,,N,,New York Highlanders,Hilltop Park,438919
1904,AL,PHA,OAK,,5,155,79,81,70,,,N,,Philadelphia Athletics,Columbia Park,512294
1904,NL,PHI,PHI,,8,155,73,52,100,,,N,,Philadelphia Phillies,Baker Bowl,140771
1904,NL,PIT,PIT,,4,156,78,87,66,,,N,,Pittsburgh Pirates,Exposition Park,340615
1904,AL,SLA,BAL,,6,156,78,65,87,,,N,,St. Louis Browns,Sportsman's Park III,318108
1904,NL,SLN,STL,,5,155,76,75,79,,,N,,St. Louis Cardinals,Robison Field,386750
1904,AL,WS1,MIN,,8,157,78,38,113,,,N,,Washington Senators,American League Park II,131744
1905,AL,BOS,BOS,,4,153,77,78,74,,,N,N,Boston Americans,Huntington Avenue Grounds,468828
1905,NL,BRO,LAD,,8,155,77,48,104,,,N,N,Brooklyn Superbas,Washington Park III,227924
1905,NL,BSN,ATL,,7,156,76,51,103,,,N,N,Boston Beaneaters,South End Grounds III,150003
1905,AL,CHA,CHW,,2,158,82,92,60,,,N,N,Chicago White Sox,South Side Park II,687419
1905,NL,CHN,CHC,,3,155,81,92,61,,,N,N,Chicago Cubs,West Side Park II,509900
1905,NL,CIN,CIN,,5,155,79,79,74,,,N,N,Cincinnati Reds,Palace of the Fans,313927
1905,AL,CLE,CLE,,5,155,77,76,78,,,N,N,Cleveland Naps,League Park I,316306
1905,AL,DET,DET,,3,154,76,79,74,,,N,N,Detroit Tigers,Bennett Park,193384
1905,NL,NY1,SFG,,1,155,76,105,48,,,Y,Y,New York Giants,Polo Grounds III,552700
1905,AL,NYA,NYY,,6,152,75,71,78,,,N,N,New York Highlanders,Hilltop Park,309100
1905,AL,PHA,OAK,,1,152,74,92,56,,,Y,N,Philadelphia Athletics,Columbia Park,554576
1905,NL,PHI,PHI,,4,155,76,83,69,,,N,N,Philadelphia Phillies,Baker Bowl,317932
1905,NL,PIT,PIT,,2,155,78,96,57,,,N,N,Pittsburgh Pirates,Exposition Park,369124
1905,AL,SLA,BAL,,8,156,79,54,99,,,N,N,St. Louis Browns,Sportsman's Park III,339112
1905,NL,SLN,STL,,6,154,77,58,96,,,N,N,St. Louis Cardinals,Robison Field,292800
1905,AL,WS1,MIN,,7,154,77,64,87,,,N,N,Washington Senators,American League Park II,252027
1906,AL,BOS,BOS,,8,155,77,49,105,,,N,N,Boston Americans,Huntington Avenue Grounds,410209
1906,NL,BRO,LAD,,5,153,76,66,86,,,N,N,Brooklyn Superbas,Washington Park III,277400
1906,NL,BSN,ATL,,8,152,76,49,102,,,N,N,Boston Beaneaters,South End Grounds III,143280
1906,AL,CHA,CHW,,1,154,79,93,58,,,Y,Y,Chicago White Sox,South Side Park II,585202
1906,NL,CHN,CHC,,1,155,79,116,36,,,Y,N,Chicago Cubs,West Side Park II,654300
1906,NL,CIN,CIN,,6,155,78,64,87,,,N,N,Cincinnati Reds,Palace of the Fans,330056
1906,AL,CLE,CLE,,3,157,79,89,64,,,N,N,Cleveland Naps,League Park I,325733
1906,AL,DET,DET,,6,151,78,71,78,,,N,N,Detroit Tigers,Bennett Park,174043
1906,NL,NY1,SFG,,2,153,75,96,56,,,N,N,New York Giants,Polo Grounds III,402850
1906,AL,NYA,NYY,,2,155,76,90,61,,,N,N,New York Highlanders,Hilltop Park,434700
1906,AL,PHA,OAK,,4,149,73,78,67,,,N,N,Philadelphia Athletics,Columbia Park,489129
1906,NL,PHI,PHI,,4,154,77,71,82,,,N,N,Philadelphia Phillies,Baker Bowl,294680
1906,NL,PIT,PIT,,3,154,77,93,60,,,N,N,Pittsburgh Pirates,Exposition Park,394877
1906,AL,SLA,BAL,,5,154,76,76,73,,,N,N,St. Louis Browns,Sportsman's Park III,389157
1906,NL,SLN,STL,,7,154,77,52,98,,,N,N,St. Louis Cardinals,Robison Field,283770
1906,AL,WS1,MIN,,7,151,75,55,95,,,N,N,Washington Senators,American League Park II,129903
1907,AL,BOS,BOS,,7,155,78,59,90,,,N,N,Boston Americans,Huntington Avenue Grounds,436777
1907,NL,BRO,LAD,,5,153,77,65,83,,,N,N,Brooklyn Superbas,Washington Park III,312500
1907,NL,BSN,ATL,,7,152,74,58,90,,,N,N,Boston Doves,South End Grounds III,203221
1907,AL,CHA,CHW,,3,157,79,87,64,,,N,N,Chicago White Sox,South Side Park II,666307
1907,NL,CHN,CHC,,1,155,76,107,45,,,Y,Y,Chicago Cubs,West Side Park II,422550
1907,NL,CIN,CIN,,6,156,81,66,87,,,N,N,Cincinnati Reds,Palace of the Fans,317500
1907,AL,CLE,CLE,,4,158,82,85,67,,,N,N,Cleveland Naps,League Park I,382046
1907,AL,DET,DET,,1,153,79,92,58,,,Y,N,Detroit Tigers,Bennett Park,297079
1907,NL,NY1,SFG,,4,155,77,82,71,,,N,N,New York Giants,Polo Grounds III,538350
1907,AL,NYA,NYY,,5,152,75,70,78,,,N,N,New York Highlanders,Hilltop Park,350020
1907,AL,PHA,OAK,,2,150,73,88,57,,,N,N,Philadelphia Athletics,Columbia Park,625581
1907,NL,PHI,PHI,,3,149,75,83,64,,,N,N,Philadelphia Phillies,Baker Bowl,341216
1907,NL,PIT,PIT,,2,157,77,91,63,,,N,N,Pittsburgh Pirates,Exposition Park,319506
1907,AL,SLA,BAL,,6,155,76,69,83,,,N,N,St. Louis Browns,Sportsman's Park III,419025
1907,NL,SLN,STL,,8,155,79,52,101,,,N,N,St. Louis Cardinals,Robison Field,185377
1907,AL,WS1,MIN,,8,154,75,49,102,,,N,N,Washington Senators,American League Park II,221929
1908,AL,BOS,BOS,,5,155,77,75,79,,,N,N,Boston Red Sox,Huntington Avenue Grounds,473048
1908,NL,BRO,LAD,,7,154,77,53,101,,,N,N,Brooklyn Superbas,Washington Park III,275600
1908,NL,BSN,ATL,,6,156,78,63,91,,,N,N,Boston Doves,South End Grounds III,253750
1908,AL,CHA,CHW,,3,156,78,88,64,,,N,N,Chicago White Sox,South Side Park II,636096
1908,NL,CHN,CHC,,1,158,78,99,55,,,Y,Y,Chicago Cubs,West Side Park II,665325
1908,NL,CIN,CIN,,5,155,77,73,81,,,N,N,Cincinnati Reds,Palace of the Fans,399200
1908,AL,CLE,CLE,,2,157,78,90,64,,,N,N,Cleveland Naps,League Park I,422262
1908,AL,DET,DET,,1,154,78,90,63,,,Y,N,Detroit Tigers,Bennett Park,436199
1908,NL,NY1,SFG,,2,157,80,98,56,,,N,N,New York Giants,Polo Grounds III,910000
1908,AL,NYA,NYY,,8,155,77,51,103,,,N,N,New York Highlanders,Hilltop Park,305500
1908,AL,PHA,OAK,,6,157,78,68,85,,,N,N,Philadelphia Athletics,Columbia Park,455062
1908,NL,PHI,PHI,,4,155,78,83,71,,,N,N,Philadelphia Phillies,Baker Bowl,420660
1908,NL,PIT,PIT,,2,155,77,98,56,,,N,N,Pittsburgh Pirates,Exposition Park,382444
1908,AL,SLA,BAL,,4,155,78,83,69,,,N,N,St. Louis Browns,Sportsman's Park III,618947
1908,NL,SLN,STL,,8,154,77,49,105,,,N,N,St. Louis Cardinals,Robison Field,205129
1908,AL,WS1,MIN,,7,155,78,67,85,,,N,N,Washington Senators,American League Park II,264252
1909,AL,BOS,BOS,,3,152,75,88,63,,,N,N,Boston Red Sox,Huntington Avenue Grounds,668965
1909,NL,BRO,LAD,,6,155,79,55,98,,,N,N,Brooklyn Superbas,Washington Park III,321300
1909,NL,BSN,ATL,,8,155,76,45,108,,,N,N,Boston Doves,South End Grounds III,195188
1909,AL,CHA,CHW,,4,159,81,78,74,,,N,N,Chicago White Sox,South Side Park II,478400
1909,NL,CHN,CHC,,2,155,77,104,49,,,N,N,Chicago Cubs,West Side Park II,633480
1909,NL,CIN,CIN,,4,157,80,77,76,,,N,N,Cincinnati Reds,Palace of the Fans,424643
1909,AL,CLE,CLE,,6,155,77,71,82,,,N,N,Cleveland Naps,League Park I,354627
1909,AL,DET,DET,,1,158,78,98,54,,,Y,N,Detroit Tigers,Bennett Park,490490
1909,NL,NY1,SFG,,3,158,77,92,61,,,N,N,New York Giants,Polo Grounds III,783700
1909,AL,NYA,NYY,,5,153,77,74,77,,,N,N,New York Highlanders,Hilltop Park,501000
1909,AL,PHA,OAK,,2,153,76,95,58,,,N,N,Philadelphia Athletics,Shibe Park,674915
1909,NL,PHI,PHI,,5,154,77,74,79,,,N,N,Philadelphia Phillies,Baker Bowl,303177
1909,NL,PIT,PIT,,1,154,78,110,42,,,Y,Y,Pittsburgh Pirates,Exposition Park/Forbes Field,534950
1909,AL,SLA,BAL,,7,154,79,61,89,,,N,N,St. Louis Browns,Sportsman's Park IV,366274
1909,NL,SLN,STL,,7,154,76,54,98,,,N,N,St. Louis Cardinals,Robison Field,299982
1909,AL,WS1,MIN,,8,156,77,42,110,,,N,N,Washington Senators,American League Park II,205199
1910,AL,BOS,BOS,,4,158,80,81,72,,,N,N,Boston Red Sox,Huntington Avenue Grounds,584619
1910,NL,BRO,LAD,,6,156,80,64,90,,,N,N,Brooklyn Superbas,Washington Park III,279321
1910,NL,BSN,ATL,,8,157,78,53,100,,,N,N,Boston Doves,South End Grounds III,149027
1910,AL,CHA,CHW,,6,156,79,68,85,,,N,N,Chicago White Sox,South Side Park II/Comiskey Park,552084
1910,NL,CHN,CHC,,1,154,77,104,50,,,Y,N,Chicago Cubs,West Side Park II,526152
1910,NL,CIN,CIN,,5,156,77,75,79,,,N,N,Cincinnati Reds,Palace of the Fans,380622
1910,AL,CLE,CLE,,5,161,80,71,81,,,N,N,Cleveland Naps,League Park II,293456
1910,AL,DET,DET,,3,155,78,86,68,,,N,N,Detroit Tigers,Bennett Park,391288
1910,NL,NY1,SFG,,2,155,79,91,63,,,N,N,New York Giants,Polo Grounds III,511785
1910,AL,NYA,NYY,,2,156,77,88,63,,,N,N,New York Highlanders,Hilltop Park,355857
1910,AL,PHA,OAK,,1,155,78,102,48,,,Y,Y,Philadelphia Athletics,Shibe Park,588905
1910,NL,PHI,PHI,,4,157,78,78,75,,,N,N,Philadelphia Phillies,Baker Bowl,296597
1910,NL,PIT,PIT,,3,154,76,86,67,,,N,N,Pittsburgh Pirates,Forbes Field,436586
1910,AL,SLA,BAL,,8,158,79,47,107,,,N,N,St. Louis Browns,Sportsman's Park IV,249889
1910,NL,SLN,STL,,7,153,76,63,90,,,N,N,St. Louis Cardinals,Robison Field,355668
1910,AL,WS1,MIN,,7,157,77,66,85,,,N,N,Washington Senators,American League Park II,254591
1911,AL,BOS,BOS,,4,153,76,78,75,,,N,N,Boston Red Sox,Huntington Avenue Grounds,503961
1911,NL,BRO,LAD,,7,154,74,64,86,,,N,N,Brooklyn Dodgers,Washington Park III,269000
1911,NL,BSN,ATL,,8,156,75,44,107,,,N,N,Boston Rustlers,South End Grounds III,116000
1911,AL,CHA,CHW,,5,154,78,77,74,,,N,N,Chicago White Sox,Comiskey Park,583208
1911,NL,CHN,CHC,,2,157,84,92,62,,,N,N,Chicago Cubs,West Side Park II,576000
1911,NL,CIN,CIN,,6,159,82,70,83,,,N,N,Cincinnati Reds,Palace of the Fans,300000
1911,AL,CLE,CLE,,3,156,77,80,73,,,N,N,Cleveland Naps,League Park II,406296
1911,AL,DET,DET,,2,154,76,89,65,,,N,N,Detroit Tigers,Bennett Park,484988
1911,NL,NY1,SFG,,1,154,75,99,54,,,Y,N,New York Giants,Polo Grounds III/Polo Grounds IV,675000
